effort_category,occupation,coins_earned,peer_category,bank_category,completed_games,started_games,session_time,games_last_90days,games_last_120days,games_last_150days,games_last_180days,games_last_210days,games_last_240days,games_last_270days,games_last_300days,games_last_330days,games_last_366days,angry_birds,cars,cricket,football,snooker,hockey,uninstalled_next_60d,age_rounded_closest_ten,fun_quotient
MEDIUM,0,21,tier ii,Scheduled PSU,33,59,1030,0,0,12,8,12,1,0,0,0,0,0,0,2,4,0,0,1,20,4
MEDIUM,Housewife,2,tier iii,Scheduled Private Bank,2,4,9,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,30,2
MEDIUM,Public Sector,362,tier ii,Scheduled PSU,26,368,7360,0,0,0,0,24,2,0,0,0,0,0,24,2,0,0,0,1,30,2
MEDIUM,Private Sector Service,-38,tier iii,Scheduled Private Bank,70,382,7454,2,0,3,0,28,5,0,0,0,0,0,58,7,5,0,0,1,20,2
MEDIUM,Government Service,-313,tier ii,Scheduled PSU,69,668,13322,0,24,11,15,19,0,0,0,0,0,0,64,5,0,0,0,0,30,3
MEDIUM,Private Sector Service,-108,tier iii,Scheduled Private Bank,4,11,150,2,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,1,20,3
MEDIUM,Public Sector,20,tier i,Scheduled PSU,11,45,215,1,0,1,0,7,2,0,0,0,0,0,0,11,0,0,0,1,20,2
MEDIUM,Private Sector Service,-5,tier ii,Scheduled Private Bank,8,21,277,0,0,0,0,7,1,0,0,0,0,0,0,8,0,0,0,1,20,2
LOW,Business,72,tier i,Scheduled Private Bank,18,44,138,0,0,2,9,7,0,0,0,0,0,0,0,3,15,0,0,1,30,3
MEDIUM,Private Sector Service,-2,tier ii,Scheduled PSU,7,14,8,0,1,0,0,4,0,0,0,0,0,0,0,5,2,0,0,1,20,2
MEDIUM,Government Service,26,tier iii,Scheduled PSU,70,395,7409,0,0,8,20,21,2,0,0,0,0,0,54,3,13,0,0,0,20,2
MEDIUM,Private Sector Service,11,tier iii,Other,49,127,40,8,17,11,3,2,0,0,0,0,0,0,0,1,48,0,0,0,20,2
MEDIUM,Private Sector Service,47,tier iii,Scheduled PSU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,7,3,0,1,20,2
HIGH,Government Service,148,tier iii,Scheduled Private Bank,61,1151,22585,0,1,12,22,26,0,0,0,0,0,0,36,12,13,0,0,1,20,3
MEDIUM,Private Sector Service,-2,tier iii,Scheduled Private Bank,4,6,1,0,1,3,0,0,0,0,0,0,0,0,0,1,3,0,0,1,20,2
MEDIUM,Private Sector Service,87,tier iii,Scheduled PSU,160,725,8559,26,28,22,19,14,0,0,0,0,0,0,35,31,94,0,0,0,20,3
MEDIUM,Student,-6,tier iii,Scheduled PSU,30,68,641,0,0,0,3,12,0,0,0,0,0,0,0,19,11,0,0,0,20,2
MEDIUM,Government Service,-53,tier iii,Scheduled PSU,63,167,240,8,7,8,13,10,2,0,0,0,0,0,0,1,62,0,0,0,20,3
LOW,Business,100,tier iii,Scheduled Private Bank,129,1062,21220,9,16,21,19,22,2,0,0,0,0,0,126,2,1,0,0,0,30,3
MEDIUM,Private Sector Service,0,tier iii,Scheduled Private Bank,16,39,25,0,0,3,2,8,3,0,0,0,0,0,0,2,14,0,0,1,20,2
MEDIUM,Private Sector Service,-723,tier i,Foreign banks,7,31,518,0,0,0,0,7,0,0,0,0,0,0,0,5,2,0,0,0,20,2
MEDIUM,Private Sector Service,-663,tier iii,Scheduled Private Bank,63,468,9320,11,11,19,16,2,0,0,0,0,0,0,54,7,2,0,0,1,20,2
MEDIUM,Housewife,-442,tier iii,Scheduled PSU,9,34,680,0,1,0,0,7,1,0,0,0,0,0,2,7,0,0,0,1,20,2
MEDIUM,Private Sector Service,-6,tier ii,Scheduled PSU,4,18,119,0,0,0,0,2,2,0,0,0,0,0,0,3,1,0,0,1,20,3
MEDIUM,Private Sector Service,-51,tier iii,Scheduled Private Bank,142,1129,22580,24,19,17,23,20,1,0,0,0,0,0,141,1,0,0,0,0,20,2
LOW,Professional,0,tier iii,Scheduled PSU,4,6,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,1,20,2
MEDIUM,Private Sector Service,-40,tier iii,Scheduled PSU,63,220,4032,0,13,13,13,14,0,0,0,0,0,0,0,46,17,0,0,0,30,2
MEDIUM,Private Sector Service,-170,tier ii,Scheduled Private Bank,21,52,456,6,7,0,0,7,1,0,0,0,0,0,0,12,9,0,0,1,20,2
MEDIUM,Private Sector Service,-24,tier iii,Scheduled PSU,98,262,3169,23,12,5,10,7,0,0,0,0,0,0,0,48,50,0,0,0,30,2
LOW,Business,0,tier iii,Scheduled PSU,5,9,15,0,0,0,0,3,2,0,0,0,0,0,0,1,4,0,0,1,20,2
MEDIUM,Government Service,-1631,tier iii,Scheduled PSU,123,819,16160,6,26,24,12,28,0,0,0,0,0,1,108,9,5,0,0,0,20,3
MEDIUM,Business,4,tier ii,Scheduled PSU,16,19,36,5,1,0,0,5,1,0,0,0,0,0,0,1,15,0,0,0,20,2
MEDIUM,Government Service,106,tier iii,Scheduled PSU,95,266,4741,14,2,10,19,30,1,0,0,0,0,0,47,27,21,0,0,0,30,3
LOW,Business,-11,tier iii,Scheduled PSU,11,44,752,0,0,0,0,11,0,0,0,0,0,0,6,4,0,0,0,1,20,2
MEDIUM,Private Sector Service,1,tier iii,Scheduled Private Bank,53,95,365,12,10,8,10,2,0,0,0,0,0,0,0,8,45,0,0,0,30,2
MEDIUM,0,-56,tier iii,Scheduled PSU,105,352,5701,18,11,20,11,26,1,0,0,0,0,0,18,46,41,0,0,0,30,2
MEDIUM,Private Sector Service,8,tier iii,Foreign banks,62,361,6987,1,5,11,21,24,0,0,0,0,0,0,48,4,0,10,0,0,20,2
MEDIUM,Student,-73,tier iii,Scheduled PSU,17,67,820,0,0,7,7,3,0,0,0,0,0,0,5,8,4,0,0,1,20,2
MEDIUM,Public Sector,0,tier iii,Scheduled PSU,101,203,23,15,15,12,14,13,1,0,0,0,0,0,0,1,100,0,0,0,30,3
MEDIUM,Public Sector,-3,tier iii,Scheduled Private Bank,13,35,638,4,0,0,0,1,1,0,0,0,0,0,9,1,3,0,0,1,30,3
MEDIUM,Government Service,0,tier iii,Scheduled PSU,7,15,0,0,0,0,0,7,0,0,0,0,0,0,0,1,6,0,0,1,20,2
MEDIUM,Private Sector Service,-2,tier ii,Scheduled PSU,21,41,126,0,0,0,9,7,0,0,0,0,0,0,0,15,6,0,0,1,20,2
MEDIUM,Private Sector Service,-43,tier iii,Scheduled Private Bank,2,6,67,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,20,2
MEDIUM,Housewife,13,tier iii,Scheduled PSU,84,478,8900,8,0,12,18,9,0,0,0,0,0,0,61,3,20,0,0,0,30,2
MEDIUM,0,-12,tier iii,Scheduled Private Bank,5,12,120,0,1,0,2,2,0,0,0,0,0,0,0,1,4,0,0,1,20,2
MEDIUM,Public Sector,72,tier iii,Scheduled Private Bank,21,116,1936,0,1,10,0,6,1,0,0,0,0,0,13,3,5,0,0,0,20,3
MEDIUM,Private Sector Service,-13,tier iii,Regional Rural banks,90,734,13826,14,14,14,25,14,0,0,0,0,0,0,73,13,4,0,0,1,30,2
MEDIUM,Private Sector Service,96,tier iii,Scheduled Private Bank,198,1515,29561,32,50,20,17,20,0,0,0,0,0,0,172,8,18,0,0,1,20,2
MEDIUM,Private Sector Service,-1,tier iii,Scheduled PSU,45,80,316,5,5,1,5,9,0,0,0,0,0,0,0,11,34,0,0,0,40,2
LOW,Business,0,tier ii,Scheduled Private Bank,10,22,7,2,0,0,2,6,0,0,0,0,0,0,0,2,8,0,0,1,20,2
MEDIUM,Private Sector Service,211,tier ii,Scheduled PSU,50,77,403,14,6,2,1,7,0,0,0,0,0,0,0,10,40,0,0,0,20,2
MEDIUM,Private Sector Service,-20,tier iii,Scheduled PSU,37,119,736,3,5,4,2,21,0,0,0,0,0,0,0,10,27,0,0,0,20,2
MEDIUM,Government Service,0,tier iii,Scheduled PSU,28,332,6562,0,0,5,8,4,0,0,0,0,0,0,25,1,2,0,0,1,20,2
LOW,Business,684,tier iii,Scheduled Private Bank,170,2722,54440,28,22,23,24,17,0,0,0,0,0,0,142,5,0,0,0,0,20,2
LOW,Business,80,tier iii,Scheduled PSU,196,997,18343,41,32,37,29,31,0,0,0,0,0,0,68,81,43,0,0,0,30,2
LOW,Business,-278,tier iii,Scheduled Private Bank,3,6,120,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,30,2
MEDIUM,Housewife,4,tier iii,Scheduled PSU,42,116,826,0,20,2,11,9,0,0,0,0,0,0,4,2,36,0,0,0,30,2
MEDIUM,Government Service,2,tier iii,Scheduled PSU,40,82,10,10,0,7,5,9,0,0,0,0,0,0,0,1,39,0,0,0,30,3
MEDIUM,Private Sector Service,-1,tier ii,Scheduled Private Bank,5,8,25,0,0,0,3,1,0,0,0,0,0,0,0,1,4,0,0,0,20,2
MEDIUM,Housewife,35,tier ii,Scheduled PSU,42,77,273,12,9,10,9,0,0,0,0,0,0,0,0,6,36,0,0,0,20,2
MEDIUM,Private Sector Service,-15,tier ii,Scheduled PSU,21,83,1094,0,9,8,0,4,0,0,0,0,0,0,2,16,3,0,0,0,20,3
MEDIUM,Private Sector Service,-33,tier i,Scheduled Private Bank,1,2,23,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,30,2
LOW,Business,-2057,tier iii,Scheduled PSU,54,360,7157,0,20,7,18,9,0,0,0,0,0,0,0,54,0,0,0,1,20,2
LOW,Business,-21,tier ii,Scheduled Private Bank,16,19,57,8,0,0,0,1,0,0,0,0,0,0,1,1,14,0,0,0,30,2
LOW,Business,-1,tier ii,Scheduled Private Bank,11,29,276,3,4,0,0,4,0,0,0,0,0,0,1,2,8,0,0,1,20,3
LOW,Business,-1129,tier iii,Scheduled Private Bank,79,408,7481,3,5,3,8,25,1,0,0,0,0,0,38,31,10,0,0,0,20,2
MEDIUM,Private Sector Service,506,tier ii,Scheduled Private Bank,64,384,7600,0,7,18,7,11,3,0,0,0,0,0,52,5,4,0,0,0,20,2
MEDIUM,Private Sector Service,105,tier iii,Scheduled Private Bank,41,353,7044,1,17,0,4,19,0,0,0,0,0,0,10,1,0,0,0,1,20,2
MEDIUM,Private Sector Service,316,tier ii,Scheduled PSU,82,963,19163,17,3,16,17,13,1,0,0,0,0,0,77,3,2,0,0,0,20,2
MEDIUM,Government Service,60,tier iii,Scheduled PSU,20,300,5528,0,0,2,0,17,1,0,0,0,0,0,9,6,5,0,0,1,20,2
MEDIUM,Agriculturist,6,tier ii,Scheduled PSU,116,387,7445,24,10,10,14,21,0,0,0,0,0,0,90,15,8,3,0,0,30,2
LOW,Business,28,tier ii,Scheduled PSU,17,26,120,5,0,0,0,2,0,0,0,0,0,0,2,1,14,0,0,0,20,2
MEDIUM,Private Sector Service,-11,tier iii,Scheduled PSU,123,384,7587,26,35,16,5,9,0,0,0,0,0,0,109,4,4,0,0,0,20,3
MEDIUM,Professional,-90,tier iii,Scheduled Private Bank,19,104,2080,0,12,3,0,1,0,0,0,0,0,0,16,3,0,0,0,1,20,3
HIGH,Government Service,0,tier iii,Scheduled PSU,34,134,756,0,0,3,10,21,0,0,0,0,0,0,9,6,19,0,0,1,20,2
MEDIUM,Student,1158,tier iii,Scheduled Private Bank,46,785,15700,0,15,13,9,9,0,0,0,0,0,0,45,1,0,0,0,1,20,1
LOW,Business,-2,tier iii,Scheduled PSU,6,10,19,0,0,1,0,5,0,0,0,0,0,0,0,2,4,0,0,1,20,2
MEDIUM,Housewife,3558,tier iii,Scheduled Private Bank,91,222,2680,18,22,9,12,13,0,0,0,0,0,6,6,29,50,0,0,0,30,3
MEDIUM,Government Service,0,tier iii,Scheduled PSU,4,21,5,0,0,0,0,4,0,0,0,0,0,0,0,1,3,0,0,1,20,2
MEDIUM,Housewife,-268,tier ii,Scheduled Private Bank,157,967,19127,26,31,24,13,31,0,0,0,0,0,1,139,15,2,0,0,0,20,2
MEDIUM,Government Service,-319,tier ii,Scheduled Private Bank,82,474,9470,0,2,12,11,29,0,0,0,0,0,0,65,17,0,0,0,0,20,3
MEDIUM,Private Sector Service,0,tier ii,Scheduled PSU,19,22,28,5,4,1,3,6,0,0,0,0,0,0,0,1,18,0,0,0,30,2
MEDIUM,Private Sector Service,51,tier i,Scheduled Private Bank,69,656,13078,6,3,15,16,0,0,0,0,0,0,0,65,2,2,0,0,0,20,2
MEDIUM,Agriculturist,-4,tier iii,Scheduled PSU,7,8,40,1,0,0,0,6,0,0,0,0,0,0,0,1,6,0,0,1,30,2
MEDIUM,Private Sector Service,1,tier i,Scheduled Private Bank,5,18,163,0,3,1,1,0,0,0,0,0,0,0,3,2,0,0,0,1,20,3
LOW,Business,18,tier iii,Scheduled Private Bank,129,370,1877,31,24,14,15,18,0,0,0,0,0,0,17,22,90,0,0,0,20,2
MEDIUM,Private Sector Service,-13,tier iii,Scheduled Private Bank,55,218,305,9,18,4,0,2,0,0,0,0,0,0,7,5,43,0,0,0,20,2
MEDIUM,Professional,0,tier iii,Scheduled PSU,14,23,2,1,0,0,0,13,0,0,0,0,0,0,0,3,11,0,0,1,20,2
MEDIUM,Government Service,0,tier iii,Scheduled PSU,47,107,422,12,3,1,9,10,0,0,0,0,0,0,5,1,41,0,0,1,40,2
MEDIUM,Housewife,13,tier i,Scheduled Private Bank,22,36,46,1,1,1,1,16,0,0,0,0,0,0,0,3,19,0,0,0,20,2
MEDIUM,Private Sector Service,-814,tier ii,Scheduled Private Bank,128,562,10817,9,36,33,23,13,0,0,0,0,0,0,99,5,13,0,0,0,20,2
MEDIUM,Private Sector Service,4,tier iii,Scheduled Private Bank,71,295,4341,10,2,3,0,21,0,0,0,0,0,0,31,4,36,0,0,0,20,2
MEDIUM,Housewife,-2,tier iii,Scheduled Private Bank,13,21,17,2,1,0,0,6,0,0,0,0,0,0,0,1,12,0,0,0,30,2
MEDIUM,Private Sector Service,-64,tier ii,Scheduled Private Bank,138,1889,36976,26,19,18,13,17,0,0,0,0,0,0,98,29,11,0,0,0,30,2
MEDIUM,Private Sector Service,-90,tier iii,Foreign banks,73,240,3613,12,14,20,17,7,0,0,0,0,0,0,0,35,38,0,0,0,20,2
LOW,Business,15,tier iii,Scheduled PSU,43,57,156,10,9,15,2,0,0,0,0,0,0,0,0,4,39,0,0,0,30,2
MEDIUM,Private Sector Service,-47,tier ii,Scheduled PSU,31,134,2442,0,0,1,15,12,0,0,0,0,0,0,0,27,4,0,0,0,20,1
MEDIUM,Private Sector Service,78,tier iii,Scheduled PSU,72,593,11619,0,13,23,18,18,0,0,0,0,0,0,55,13,4,0,0,1,40,2
MEDIUM,0,0,tier ii,scheduled payments bank,128,808,11979,25,14,5,17,20,0,0,0,0,0,0,57,60,11,0,0,0,30,2
MEDIUM,0,3,tier iii,Scheduled PSU,13,20,21,4,0,3,0,3,0,0,0,0,0,0,0,1,12,0,0,1,40,2
MEDIUM,Government Service,3,tier iii,Scheduled PSU,33,56,385,7,5,0,1,5,0,0,0,0,0,0,4,1,28,0,0,0,20,2
MEDIUM,Business,6,tier i,Scheduled Private Bank,27,54,40,7,7,2,2,2,0,0,0,0,0,0,0,1,26,0,0,0,40,2
LOW,Business,0,tier ii,Scheduled PSU,12,22,10,1,1,0,5,5,0,0,0,0,0,0,0,2,10,0,0,0,20,2
MEDIUM,Private Sector Service,-597,tier ii,Scheduled Private Bank,66,605,11903,6,18,21,12,2,0,0,0,0,0,0,57,6,3,0,0,0,20,2
MEDIUM,Private Sector Service,-1110,tier iii,Scheduled Private Bank,16,79,1574,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,1,30,2
MEDIUM,Government Service,46,tier iii,Scheduled PSU,47,103,240,10,12,6,1,0,0,0,0,0,0,0,0,6,41,0,0,0,20,3
MEDIUM,Private Sector Service,4,tier iii,Scheduled Private Bank,37,320,4113,0,0,0,2,13,0,0,0,0,0,0,14,16,7,0,0,0,20,2
MEDIUM,Private Sector Service,32,tier ii,Scheduled Private Bank,29,49,218,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,20,2
MEDIUM,0,19,tier iii,Scheduled PSU,36,89,387,17,0,0,0,0,0,0,0,0,0,0,1,10,25,0,0,1,20,2
MEDIUM,0,15,tier iii,Scheduled Private Bank,65,294,4975,14,11,6,9,11,0,0,0,0,0,0,41,10,14,0,0,1,20,2
MEDIUM,Private Sector Service,-1,tier i,Scheduled Private Bank,17,35,6,0,0,4,3,10,0,0,0,0,0,0,0,1,16,0,0,1,40,2
MEDIUM,Private Sector Service,15,tier iii,Scheduled PSU,105,314,80,17,21,12,13,16,0,0,0,0,0,0,0,2,103,0,0,0,40,2
MEDIUM,Private Sector Service,-19,tier iii,Scheduled PSU,95,838,16740,16,17,11,18,17,0,0,0,0,0,0,91,3,1,0,0,1,20,2
MEDIUM,Private Sector Service,0,tier iii,Scheduled Private Bank,10,15,11,0,1,1,4,4,0,0,0,0,0,0,0,3,7,0,0,1,20,2
LOW,Professional,-90,tier iii,Scheduled Private Bank,119,340,5993,17,31,13,21,13,0,0,0,0,0,0,0,6,22,0,0,0,30,2
MEDIUM,Private Sector Service,-1075,tier iii,Scheduled Private Bank,18,63,1197,0,0,0,1,17,0,0,0,0,0,0,11,7,0,0,0,1,20,2
MEDIUM,Private Sector Service,-48,tier iii,Scheduled PSU,38,171,3101,1,9,2,7,16,0,0,0,0,0,0,14,22,2,0,0,0,20,2
MEDIUM,Government Service,-9,tier iii,Scheduled PSU,117,450,837,10,14,12,19,30,0,0,0,0,0,0,0,20,97,0,0,0,30,2
MEDIUM,0,-3,tier iii,Scheduled PSU,7,13,59,0,0,0,0,7,0,0,0,0,0,0,2,3,2,0,0,1,20,2
LOW,Business,743,tier ii,Scheduled Private Bank,202,1334,24759,54,44,14,8,10,0,0,0,0,0,0,83,66,53,0,0,0,20,2
MEDIUM,0,1,tier ii,Scheduled PSU,92,395,122,20,8,8,16,15,0,0,0,0,0,0,0,3,89,0,0,0,30,3
MEDIUM,Private Sector Service,-166,tier ii,Scheduled Private Bank,48,273,5420,5,0,1,0,4,0,0,0,0,0,0,37,1,2,0,0,0,20,2
MEDIUM,Business,-1,tier iii,Scheduled PSU,43,74,3,8,1,2,3,8,0,0,0,0,0,0,0,1,42,0,0,0,20,2
MEDIUM,0,-449,tier iii,Scheduled PSU,70,211,3906,20,14,0,0,0,0,0,0,0,0,0,5,63,2,0,0,0,20,2
MEDIUM,Private Sector Service,278,tier iii,Scheduled Private Bank,81,244,2703,22,11,11,6,19,0,0,0,0,0,0,0,26,55,0,0,1,20,2
MEDIUM,Agriculturist,-4,tier iii,Scheduled PSU,6,7,23,1,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,20,2
MEDIUM,Student,8,tier iii,Scheduled PSU,12,40,640,0,0,1,7,4,0,0,0,0,0,0,7,4,1,0,0,1,20,2
MEDIUM,Private Sector Service,162,tier iii,Foreign banks,2,10,200,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,20,2
MEDIUM,Public Sector,0,tier ii,Scheduled PSU,4,5,1,1,0,0,2,1,0,0,0,0,0,0,0,1,3,0,0,1,20,3
HIGH,0,0,tier iii,Scheduled PSU,22,338,6682,8,0,5,9,0,0,0,0,0,0,1,18,1,2,0,0,0,20,2
MEDIUM,0,-2,tier iii,Scheduled PSU,48,173,892,1,1,7,19,20,0,0,0,0,0,0,0,22,26,0,0,0,20,2
LOW,Business,0,tier i,Scheduled PSU,18,82,479,0,0,0,0,18,0,0,0,0,0,0,5,8,5,0,0,0,20,2
MEDIUM,Housewife,-22,tier iii,Scheduled PSU,46,119,1917,10,12,3,0,0,0,0,0,0,0,0,0,33,13,0,0,0,20,2
MEDIUM,Public Sector,-115,tier iii,Scheduled PSU,25,133,2309,0,0,5,7,13,0,0,0,0,0,0,0,16,9,0,0,0,20,2
MEDIUM,Private Sector Service,78,tier ii,Scheduled Private Bank,54,94,171,9,9,4,3,0,0,0,0,0,0,0,0,4,50,0,0,0,40,2
MEDIUM,Government Service,-16,tier iii,Scheduled PSU,11,50,202,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,1,20,2
MEDIUM,0,-1,tier iii,Scheduled PSU,1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,20,2
LOW,Professional,0,tier ii,Scheduled PSU,44,81,20,8,15,5,5,3,0,0,0,0,0,0,0,3,41,0,0,0,20,2
MEDIUM,0,3,tier iii,Scheduled PSU,17,192,3764,3,0,0,0,1,0,0,0,0,0,0,14,1,2,0,0,0,30,2
MEDIUM,Government Service,-1,tier iii,Scheduled Private Bank,111,2024,40378,12,20,17,18,9,0,0,0,0,0,0,108,3,0,0,0,0,20,2
MEDIUM,Student,-20,tier iii,Scheduled Private Bank,1,18,237,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,20,2
LOW,Business,-9,tier iii,Scheduled PSU,56,119,314,18,3,1,10,24,0,0,0,0,0,0,0,12,44,0,0,0,30,2
LOW,Business,-187,tier iii,Scheduled Private Bank,60,312,6240,4,9,11,10,16,0,0,0,0,0,0,53,7,0,0,0,1,20,2
MEDIUM,Private Sector Service,-53,tier ii,Scheduled Private Bank,55,167,809,4,12,22,3,8,0,0,0,0,0,0,0,12,43,0,0,0,30,3
HIGH,Private Sector Service,-260,tier ii,Scheduled PSU,90,351,4209,4,6,20,15,23,0,0,0,0,0,0,0,39,51,0,0,0,40,3
MEDIUM,Others,-12,tier iii,Scheduled Private Bank,29,59,25,5,6,2,1,1,0,0,0,0,0,0,0,1,28,0,0,1,20,2
MEDIUM,0,0,tier iii,Scheduled Private Bank,13,28,1,0,0,0,0,13,0,0,0,0,0,0,0,3,10,0,0,1,20,2
MEDIUM,Student,-238,tier iii,Scheduled PSU,66,233,4221,9,18,15,18,6,0,0,0,0,0,0,7,52,7,0,0,1,20,2
HIGH,0,-114,tier iii,Scheduled PSU,78,628,11903,5,5,19,21,25,0,0,0,0,0,0,56,20,2,0,0,0,20,2
LOW,Business,6,tier iii,Scheduled PSU,59,173,2991,16,11,13,14,1,0,0,0,0,0,0,49,10,0,0,0,0,20,2
MEDIUM,Private Sector Service,165,tier i,Scheduled PSU,43,158,1053,4,2,14,16,2,0,0,0,0,0,0,0,9,34,0,0,0,20,2
MEDIUM,Student,-35,tier iii,Scheduled PSU,172,533,5966,34,27,22,21,18,0,0,0,0,0,0,21,59,92,0,0,0,20,2
MEDIUM,Government Service,32,tier iii,Scheduled PSU,12,31,520,0,0,8,0,4,0,0,0,0,0,0,0,8,4,0,0,1,20,2
MEDIUM,0,-20,tier iii,Scheduled PSU,3,4,40,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0,0,20,2
MEDIUM,Private Sector Service,-1,tier iii,Scheduled PSU,42,612,12201,0,8,18,16,0,0,0,0,0,0,0,36,1,0,0,0,1,20,2
MEDIUM,Government Service,-10,tier iii,Scheduled Private Bank,39,63,350,5,7,10,4,7,0,0,0,0,0,0,5,4,30,0,0,0,20,2
MEDIUM,Housewife,-1209,tier iii,Scheduled PSU,134,515,7449,25,13,27,32,30,0,0,0,0,0,0,0,62,72,0,0,0,20,2
MEDIUM,Private Sector Service,-71,tier iii,Scheduled PSU,81,196,2363,14,11,8,7,11,0,0,0,0,0,0,39,21,21,0,0,0,20,2
MEDIUM,0,6,tier iii,Scheduled PSU,15,31,179,2,1,0,3,8,0,0,0,0,0,0,0,3,12,0,0,0,20,2
MEDIUM,Business,-46,tier iii,Scheduled PSU,62,674,12640,0,0,8,32,18,0,0,0,0,0,0,31,24,7,0,0,1,20,2
HIGH,Government Service,-83,tier ii,scheduled payments bank,13,36,691,0,1,3,0,4,0,0,0,0,0,0,2,11,0,0,0,0,20,3
LOW,Business,0,tier iii,Scheduled PSU,49,92,1,3,3,10,13,13,0,0,0,0,0,0,0,2,47,0,0,0,20,2
MEDIUM,Housewife,32,tier ii,Scheduled PSU,12,56,1026,0,0,0,0,12,0,0,0,0,0,0,4,8,0,0,0,1,20,2
MEDIUM,Private Sector Service,-2,tier ii,Scheduled PSU,25,45,4,15,4,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,20,2
MEDIUM,Private Sector Service,-4,tier ii,Scheduled PSU,11,27,45,0,1,0,1,9,0,0,0,0,0,0,0,9,2,0,0,1,20,2
MEDIUM,Private Sector Service,-219,tier iii,Scheduled Private Bank,2,4,43,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,40,2
MEDIUM,Private Sector Service,-166,tier iii,Scheduled Private Bank,34,88,106,9,6,4,3,7,0,0,0,0,0,0,0,2,32,0,0,0,20,3
MEDIUM,Private Sector Service,0,tier iii,Scheduled Private Bank,15,21,2,1,3,2,3,6,0,0,0,0,0,0,0,4,11,0,0,1,20,2
LOW,Business,374,tier ii,Scheduled PSU,215,1016,16201,44,55,33,23,9,0,0,0,0,0,0,73,66,72,0,0,0,40,2
LOW,Business,-203,tier iii,Scheduled Private Bank,17,92,1840,0,0,2,6,9,0,0,0,0,0,0,12,5,0,0,0,1,30,2
MEDIUM,Private Sector Service,0,tier iii,Scheduled Private Bank,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,1,20,2
MEDIUM,Private Sector Service,24,tier iii,Scheduled PSU,32,62,397,4,10,2,2,6,0,0,0,0,0,0,0,10,22,0,0,0,30,2
MEDIUM,Business,-1,tier iii,Scheduled Private Bank,5,9,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,20,2
MEDIUM,Government Service,11,tier iii,Scheduled PSU,18,31,40,6,4,0,1,1,0,0,0,0,0,0,0,1,17,0,0,0,20,2
LOW,Private Sector Service,-81,tier i,Foreign banks,55,198,204,6,12,3,8,17,0,0,0,0,0,0,0,5,50,0,0,1,30,4
MEDIUM,Housewife,63,tier iii,Scheduled PSU,5,28,481,0,0,0,0,5,0,0,0,0,0,0,4,1,0,0,0,1,40,2
MEDIUM,Private Sector Service,-2500,tier iii,Scheduled Private Bank,14,95,1900,0,0,9,1,4,0,0,0,0,0,1,12,0,0,0,0,1,30,2
MEDIUM,Government Service,12,tier iii,Scheduled PSU,16,31,294,0,0,0,0,16,0,0,0,0,0,0,4,4,8,0,0,1,20,2
MEDIUM,Government Service,38,tier iii,Scheduled Private Bank,94,466,9240,19,30,8,1,0,0,0,0,0,0,0,86,1,3,2,0,0,20,2
MEDIUM,0,42,tier iii,Scheduled Private Bank,186,932,2285,32,28,25,28,26,0,0,0,0,0,0,0,54,132,0,0,0,40,2
MEDIUM,Public Sector,-262,tier iii,Scheduled PSU,24,100,1821,5,0,0,0,14,0,0,0,0,0,0,0,20,4,0,0,1,20,2
MEDIUM,Professional,-93,tier iii,Scheduled PSU,10,36,515,0,0,0,0,10,0,0,0,0,0,0,0,6,4,0,0,1,30,2
LOW,Professional,11,tier iii,Scheduled PSU,114,671,438,17,22,19,20,7,0,0,0,0,0,0,0,12,102,0,0,0,20,2
MEDIUM,Housewife,-8,tier iii,Scheduled PSU,15,23,65,1,0,0,1,3,0,0,0,0,0,0,0,1,14,0,0,0,40,1
MEDIUM,Government Service,-633,tier iii,Scheduled PSU,141,1496,29821,27,28,19,9,17,0,0,0,0,0,0,99,39,3,0,0,0,20,2
MEDIUM,Private Sector Service,115,tier ii,Scheduled Private Bank,1,8,79,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,20,3
MEDIUM,Private Sector Service,0,tier iii,Scheduled PSU,8,21,81,0,0,0,0,8,0,0,0,0,0,0,1,2,5,0,0,1,20,2
MEDIUM,Government Service,36,tier iii,Scheduled PSU,15,18,40,0,0,2,2,10,0,0,0,0,0,0,0,1,14,0,0,0,30,2
